,tweet,tokens
6949,  If this yutz was any dumber she d have to be watered twice a week ,"['yutz', 'dumb', 'wat', 'twic', 'week']"
6950,  Hey The Valley Guy   Thanks for the comment   your right on the mark   Just hope the Liberals  amp   get serious about Reversing Global Warming  amp  Climate Change   Get with the real issue of Saving our Planet  amp  Life Itself   Note ,"['hey', 'valley', 'guy', 'thank', 'com', 'right', 'mark', 'hop', 'lib', 'amp', 'get', 'sery', 'revers', 'glob', 'warm', 'amp', 'clim', 'chang', 'get', 'real', 'issu', 'sav', 'planet', 'amp', 'lif', 'not']"
6951, Hollywood  is filled with  Satanists  and   Pedo you have the nerve to Mock  Jesus and  Conservatives  See you lowlifes on the unemployment line      ,"['hollywood', 'fil', 'sat', 'pedo', 'nerv', 'mock', 'jes', 'conserv', 'see', 'lowl', 'unemploy', 'lin']"
6952,   WhyRWPreachesRacism  RWLuciferianCult I keep saying and its not simply rhetoric    These people are not by ANY Bible definition CHRISTIAN anymore than the Christian  CONservatives who attended public lynchings of blacks often held as public spectacles on Sunday after  Church  ,"['whyrwpreachesrac', 'rwluciferiancult', 'keep', 'say', 'simply', 'rhet', 'peopl', 'bibl', 'definit', 'christian', 'anym', 'christian', 'conserv', 'attend', 'publ', 'lynch', 'black', 'oft', 'held', 'publ', 'spectac', 'sunday', 'church']"
6953,  is behind this  She is eating up profits  They must have their h b ,"['behind', 'eat', 'profit', 'must']"
6954,  Antifa calling out nazis is the pot calling kettle black ,"['antif', 'cal', 'naz', 'pot', 'cal', 'kettl', 'black']"
6955, He has hit   HR the past two years  He had it figured out but never got the playing time in STL  I heard from his supporters on here that is a notorious slow starter  He is going to be the starting CF next season ,"['hit', 'hr', 'past', 'two', 'year', 'fig', 'nev', 'got', 'play', 'tim', 'stl', 'heard', 'support', 'not', 'slow', 'start', 'going', 'start', 'cf', 'next', 'season']"
6956, People are tired of the virtue signaling from wealthy liberals who never and never will know the struggles of the average American ,"['peopl', 'tir', 'virtu', 'sign', 'wealthy', 'lib', 'nev', 'nev', 'know', 'struggle', 'av', 'am']"
6957, I think the FBI should do the original interview   They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left  Put her under oath and attempt to get the truth  She will be protected by liberals in congress,"['think', 'fbi', 'origin', 'interview', 'scar', 'peopl', 'feckless', 'congress', 'handl', 'kid', 'glov', 'demon', 'med', 'left', 'put', 'oa', 'attempt', 'get', 'tru', 'protect', 'lib', 'congress']"
6958,  Something don t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap ,"['someth', 'seem', 'right', 'year', 'long', 'mass', 'shoot', 'talk', 'gun', 'control', 'mak', 'think', 'govern', 'behind', 'crap']"
6959,   Conservatives and Twitter     oxymoron  ,"['conserv', 'twit', 'oxymoron']"
6960, If he is lucky,['lucky']
6961, He is BAFOONICUS  ,['bafoonic']
6962,  Like how the NRA is biased against gun control   ,"['lik', 'nra', 'bias', 'gun', 'control']"
6963,   Never going to happen  Not in a million years  Not unless Soros hires a bunch of Antifa punks to pretend to be vets ,"['nev', 'going', 'hap', 'mil', 'year', 'unless', 'soro', 'hir', 'bunch', 'antif', 'punk', 'pretend', 'vet']"
6964, Jose Ramirez because he is doing it all stealing hitting for average hitting Homer doubles and playing good defense and definitely Blake Snell for Cy Young just look at his numbers hes like the Jacob DeGrom of the AL,"['jos', 'ramirez', 'ste', 'hit', 'av', 'hit', 'hom', 'doubl', 'play', 'good', 'defens', 'definit', 'blak', 'snel', 'cy', 'young', 'look', 'numb', 'he', 'lik', 'jacob', 'degrom', 'al']"
6965,  She is way beyond stunning   give the word stunning a whole new meaning     Q  QAnon   MAGA   QArmy   WWG WGA,"['way', 'beyond', 'stun', 'giv', 'word', 'stun', 'whol', 'new', 'mean', 'qanon', 'mag', 'qarmy', 'wwg', 'wga']"
6966,       I m not liking the direction he is going in   He needs to make happy couples and have happiness in their lives ,"['lik', 'direct', 'going', 'nee', 'mak', 'happy', 'coupl', 'happy', 'lif']"
6967, Good morning  You are welcome ,"['good', 'morn', 'welcom']"
6968,  Who in the hell does she think she is  Acussed doesn t mean guilty  A women accused a man  That man  JudgeKavanaugh has a voice and has a right to clear his name   She  needs to  ZipIt ,"['hel', 'think', 'acuss', 'mean', 'guil', 'wom', 'accus', 'man', 'man', 'judgekavanaugh', 'voic', 'right', 'clear', 'nam', 'nee', 'zipit']"
6969,  The liberals,['lib']
6970,  No  you moved the goalposts from libs    a group that includes BLM  which actually has burned down neighborhoods   to Antifa specifically  which has only merely attempted to   And if you ca point to conservative groups burning down neighborhoods  like BLM has  or attempting   ,"['mov', 'goalpost', 'lib', 'group', 'includ', 'blm', 'act', 'burn', 'neighb', 'antif', 'spec', 'mer', 'attempt', 'ca', 'point', 'conserv', 'group', 'burn', 'neighb', 'lik', 'blm', 'attempt']"
6971, Today Collins is back with another excuse to vote yes   It all disgusting  Every GOP rep can see what he is   They wo stop working against the common man          ,"['today', 'collin', 'back', 'anoth', 'excus', 'vot', 'ye', 'disgust', 'every', 'gop', 'rep', 'see', 'wo', 'stop', 'work', 'common', 'man']"
6972, Good luck with that ,"['good', 'luck']"
6973, Good shit,"['good', 'shit']"
6974, Anyone else think she is a lying opportunist   Yeah    metoo,"['anyon', 'els', 'think', 'lying', 'opportun', 'yeah', 'metoo']"
6975, These you are too young responses are condescending af  Personally I have no issue w wire coat hangers being used to protest b c god forbid women do have access to safe abortion some may try any method to attempt a termination   esp teen girls,"['young', 'respons', 'condescend', 'af', 'person', 'issu', 'wir', 'coat', 'hang', 'us', 'protest', 'god', 'forbid', 'wom', 'access', 'saf', 'abort', 'may', 'try', 'method', 'attempt', 'termin', 'esp', 'teen', 'girl']"
6976, SHE DIDN T SPEAK PARIS OMG I CAN T BREATHE,"['speak', 'par', 'omg', 'breath']"
6977, Bullshit  People died because of an incompetent government in Puerto Rico  And you can start with that mayor  Stop lying Gutierrez ,"['bullshit', 'peopl', 'died', 'incompet', 'govern', 'puerto', 'rico', 'start', 'may', 'stop', 'lying', 'gutierrez']"
6978,  CHRISTINE FORD IS now saying she is not     Percent sure it was Kavanaugh  You better know for sure  Do waste the American peoples time if you are not sure of your charges  Th Senate committee will ask you very probing questions you need to answer ,"['christine', 'ford', 'say', 'perc', 'sur', 'kavanaugh', 'bet', 'know', 'sur', 'wast', 'am', 'peopl', 'tim', 'sur', 'charg', 'th', 'sen', 'commit', 'ask', 'prob', 'quest', 'nee', 'answ']"
6979,  Are there no news about Trudeau and our govt you can cover  Oh  I forget that u r a propaganda machine for the left n d Liberals  ,"['new', 'trudeau', 'govt', 'cov', 'oh', 'forget', 'propagand', 'machin', 'left', 'lib']"
6980, is really THAT bitch wow,"['real', 'bitch', 'wow']"
6981,  OMG    She is perfect     ,"['omg', 'perfect']"
6982,  agreed fuck that guy,"['agree', 'fuck', 'guy']"
6983,      Political Corruption   Texans  Among liberals and conservs  R and D  large majorities favor limits on campaign spending and say the high cost of campaigning discourages many good candidates from running for president    BetoforSenate ,"['polit', 'corrupt', 'tex', 'among', 'lib', 'conserv', 'larg', 'maj', 'fav', 'limit', 'campaign', 'spend', 'say', 'high', 'cost', 'campaign', 'disco', 'many', 'good', 'candid', 'run', 'presid', 'betofors']"
6984, She s not trying to be a better person she is just trying to save herself from all the horrible things she did  ,"['try', 'bet', 'person', 'try', 'sav', 'horr', 'thing']"
6985,  I dimly remember an Econ theory that might apply to Chicago  What was it    Guns and butt hurt  ,"['dim', 'rememb', 'econ', 'the', 'might', 'apply', 'chicago', 'gun', 'but', 'hurt']"
6986,   Whataboutism  is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy  ,"['whatabout', 'yet', 'anoth', 'mad', 'word', 'us', 'lib', 'attempt', 'deflect', 'crit', 'ridic', 'hypocrisy']"
6987,  I know this is most likely a fake profile set up   get conservatives unhinged so this nut can report them  Just had   get that off my chest ,"['know', 'lik', 'fak', 'profil', 'set', 'get', 'conserv', 'unh', 'nut', 'report', 'get', 'chest']"
6988,  America is being destroyed by our President   he is a cancer to democracy  That is what is sad,"['americ', 'destroy', 'presid', 'cant', 'democr', 'sad']"
6989, What wrong in criticising Muslims seeing as they do it the British people and get away with while we brits get labelled  racist and fascism  blame it on the liberals for letting it happen ,"['wrong', 'crit', 'muslim', 'see', 'brit', 'peopl', 'get', 'away', 'brit', 'get', 'label', 'rac', 'fasc', 'blam', 'lib', 'let', 'hap']"
6990, Your right   nd amendment allows liberals to have guns as well                   ,"['right', 'nd', 'amend', 'allow', 'lib', 'gun', 'wel']"
6991, Right  Punish the GOP because of two cucks  That the ticket to getting more conservatives out there ,"['right', 'pun', 'gop', 'two', 'cuck', 'ticket', 'get', 'conserv']"
6992, Alex this is so fuckin beautiful,"['alex', 'fuckin', 'beauty']"
6993,   I sure she worried  Give me a break  Dana is doing a job  You know where u make a living and pay for your own Healthcare etc  You dirt bags that do even shower crying about gun control should try it ,"['sur', 'worry', 'giv', 'break', 'dan', 'job', 'know', 'mak', 'liv', 'pay', 'healthc', 'etc', 'dirt', 'bag', 'ev', 'show', 'cry', 'gun', 'control', 'try']"
6994, Billy bargain  ,"['bil', 'bargain']"
6995,        The death threats thing is disgusting  The party of  family values  says ANTIFA are so dangerous or any resistance group  Has Kavanaugh and family had death threats  Inquiring minds want to know ,"['dea', 'threat', 'thing', 'disgust', 'party', 'famy', 'valu', 'say', 'antif', 'dang', 'resist', 'group', 'kavanaugh', 'famy', 'dea', 'threat', 'inquir', 'mind', 'want', 'know']"
6996, I know she is very good friends with Siobhan and the two CLP help each other a lot I imagine  It would seem she has upset a lot of people in her constituency ,"['know', 'good', 'friend', 'siobh', 'two', 'clp', 'help', 'lot', 'imagin', 'would', 'seem', 'upset', 'lot', 'peopl', 'constitu']"
6997, The  st word Rian Johnson used is regret   and he asked about fear  So Rian Johnson must have thought of these   emotions for Ben     I conclude that Ben regrets that Rey did accept his offre and fears to be alone and that she does love him as he does   Reylo ,"['st', 'word', 'rian', 'johnson', 'us', 'regret', 'ask', 'fear', 'rian', 'johnson', 'must', 'thought', 'emot', 'ben', 'conclud', 'ben', 'regret', 'rey', 'acceiv', 'offr', 'fear', 'alon', 'lov', 'reylo']"
6998,  Hi Amy   your book is on my read list   thanks for speaking out Hope you are doing well ,"['hi', 'amy', 'book', 'read', 'list', 'thank', 'speak', 'hop', 'wel']"
6999, My pleasure  Thank you for following back     CCOT  MAGA  WalkAway   VoteDemsOut       TrumpsArmy,"['pleas', 'thank', 'follow', 'back', 'ccot', 'mag', 'walkaway', 'votedemsout', 'trumpsarmy']"
7000,   WE THE PEOPLE WILL DEFEAT YOU      MAGA   MSAGA  MakeSouthAfricaGreatAgain                 ,"['peopl', 'def', 'mag', 'msag', 'makesouthafricagreatagain']"
7001,  Bit of a celebrity    my Ass ,"['bit', 'celebr', 'as']"
7002, Even Antifa are mocking him now  ,"['ev', 'antif', 'mock']"
7003, Everyone is at home taking a knee to the NFL ,"['everyon', 'hom', 'tak', 'kne', 'nfl']"
7004,  If Isaac is     now how fucking tall is that guy behind you my dude ,"['isaac', 'fuck', 'tal', 'guy', 'behind', 'dud']"
7005, british politics on  brexit  and in general  start to look like one gigantic benny hill episode   may  BorisJohnson  brexiteers  corbyn  chequers  conservatives  all my sympathies to  fbpe  PeoplesVote,"['brit', 'polit', 'brexit', 'gen', 'start', 'look', 'lik', 'on', 'gig', 'benny', 'hil', 'episod', 'may', 'borisjohnson', 'brexit', 'corbyn', 'chequ', 'conserv', 'sympathy', 'fbpe', 'peoplesvot']"
7006, Kamala Harris speaks to those she disagrees with in a condescending fashion that I find gutter like  I want to snatch her bald headed routinely  She is so full of herself and is very unbecoming      ,"['kamal', 'har', 'speak', 'disagr', 'condescend', 'fash', 'find', 'gut', 'lik', 'want', 'snatch', 'bald', 'head', 'routin', 'ful', 'unbecom']"
7007,  So I not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy,"['sur', 'wom', 'on', 'most', 'men', 'throw', 'insult', 'lik', 'mean', 'ug', 'femin', 'cat', 'wom', 'pen', 'envy']"
7008, Prime example of why the Walk Away  movement was born   Democrats are nothing but sleezy liars  All decent people that were Democrats will not stand behind tactics like ANTIFA and destroying people lives for political reasons  I was a Democrat for    years and I walked away  ,"['prim', 'exampl', 'walk', 'away', 'mov', 'born', 'democr', 'noth', 'sleezy', 'liar', 'dec', 'peopl', 'democr', 'stand', 'behind', 'tact', 'lik', 'antif', 'destroy', 'peopl', 'lif', 'polit', 'reason', 'democr', 'year', 'walk', 'away']"
7009, You like players based on where they line up on offense    Of course we used him as a returner and receiver der that s what he is    and yes indeed he lined up at RB I m glad that made you a fan of his   I m sorry you expect everyone who responds to you to agree,"['lik', 'play', 'bas', 'lin', 'offens', 'cours', 'us', 'return', 'receiv', 'der', 'ye', 'indee', 'lin', 'rb', 'glad', 'mad', 'fan', 'sorry', 'expect', 'everyon', 'respond', 'agr']"
7010, BCashhhhhhhhhhconnectttt   ,['bcashhhhhhhhhhconnecttt']
7011, poor triggered snowflake   MAGA,"['poor', 'trig', 'snowflak', 'mag']"
7012, He is one crazy  person,"['on', 'crazy', 'person']"
7013, Amen  He is ,['am']
7014, He represents the same    all other conservatives represent ,"['repres', 'conserv', 'repres']"
7015,   writes this vile garbage then she points to the comments and goes on  talking about  those mean Liberals were picking on me    They always play the victim card after they bully someone  Hannity does this a LOT ,"['writ', 'vil', 'garb', 'point', 'com', 'go', 'talk', 'mean', 'lib', 'pick', 'alway', 'play', 'victim', 'card', 'bul', 'someon', 'han', 'lot']"
7016, We need Gun Control Now  We have had too many mass shootings in this country  Thank you President Clinton for leading the way in this  It great to have real leadership,"['nee', 'gun', 'control', 'many', 'mass', 'shoot', 'country', 'thank', 'presid', 'clinton', 'lead', 'way', 'gre', 'real', 'lead']"
